,R_INTERNATIONAL_MIG_2019,Unemployment_rate_2020,PCT_COLL_4_2015_19,PCT_COLL_1TO3_2000,PCT_HSD_Only_2000,R_NET_MIG_2019,Med_HH_Income_Percent_of_State_Total_2019,GQ_ESTIMATES_2019,N_POP_CHG_2019,INTERNATIONAL_MIG_2019,NET_MIG_2019,HSD_Only_2000,DOMESTIC_MIG_2019,RESIDUAL_2019,Deaths_2019,COLL_4_2000,POP_ESTIMATE_2019,LT_HSD_2015_19,COLL_1TO3_2000,Unemployed_2020,NATURAL_INC_2019,GQ_ESTIMATES_BASE_2010,Employed_2020,LT_HSD_2000,COLL_4_2015_19,HSD_Only_2015_19,COLL_1TO3_2015_19,Civilian_labor_force_2020,CENSUS_2010_POP,PCT_LT_HSD_2000,R_birth_2019,PCT_COLL_1TO3_2015_19,PCT_COLL_4_2000,Economic_typology_2015,R_death_2019,county_name,state_code
51713,1.2,8.1,10.9,19.3,44.4,1.9,91.1,107,20,13,20,"2,617",7,-1.0,109,449,"10,751","1,171","1,138",388,1,107,"4,394","1,685",791,"3,363","1,928","4,782","10,613",28.6,10.2,26.6,7.6,5.0,10.1,Switzerland County,IN
306132,1.4,9.5,34.4,28.5,29.9,-1.1,84.2,"27,188","-1,015","1,278",-986,"190,461","-2,264",-20.0,"9,765","156,512","918,702","52,928","181,583","41,755",-9,"28,387","397,536","109,120","221,931","178,202","192,920","439,291","919,040",17.1,10.6,29.9,24.5,0.0,10.6,Erie County,NY
6037,0.3,8.1,18.4,28.0,37.7,23.8,85.7,"1,833","3,338",50,"4,580","37,395","4,530",11.0,"2,850","12,615","193,920","16,900","27,737","5,769","-1,253","1,828","65,765","21,335","25,716","49,113","47,711","71,534","172,778",21.5,8.3,34.2,12.7,0.0,14.8,Hernando County,FL
302450,1.3,5.5,18.4,20.9,42.0,1.6,69.4,442,100,43,52,"8,219",9,0.0,349,"2,361","33,406","3,543","4,087",967,48,442,"16,469","4,883","4,152","8,996","5,866","17,436","33,066",25.0,11.9,26.0,12.1,0.0,10.5,Caroline County,MD
46409,0.0,9.5,20.0,21.0,34.3,2.6,93.6,"3,645",921,1,351,"20,531",350,0.0,"1,383","9,757","134,758","14,055","12,558","5,377",570,"3,638","51,012","17,063","17,143","31,924","22,777","56,389","121,097",28.5,14.5,26.5,16.3,0.0,10.3,Tangipahoa Parish,LA
315822,0.0,8.7,7.8,11.8,42.4,16.3,79.3,123,109,0,95,"1,586",95,0.0,55,291,"5,872",900,442,175,14,94,"1,836","1,419",332,"2,173",876,"2,011","5,548",38.0,11.9,20.5,7.8,4.0,9.5,Van Buren County,TN
3958,0.0,8.8,24.8,25.7,33.9,0.5,81.7,"3,778",33,-2,38,"17,024",40,-5.0,779,"8,367","75,432","7,038","12,884","3,157",0,"3,825","32,601","11,953","13,152","17,945","14,951","35,758","77,547",23.8,10.3,28.2,16.7,5.0,10.3,Sullivan County,NY
41311,1.7,6.7,59.5,27.5,12.4,-3.8,139.3,"8,307",-836,432,-984,"22,857","-1,416",-3.0,"1,998","94,248","258,826","12,759","50,509","8,662",151,"9,044","121,476","16,080","113,274","20,018","44,352","130,138","252,409",8.8,8.3,23.3,51.3,5.0,7.7,Marin County,CA
37153,0.5,3.7,29.9,31.4,35.7,4.0,118.8,135,112,10,83,"4,265",73,-2.0,176,"2,709","20,729",613,"3,756",407,31,535,"10,729","1,226","4,129","4,366","4,700","11,136","20,234",10.3,10.0,34.0,22.7,0.0,8.5,Washington County,NE
131175,0.5,5.2,17.4,25.4,44.3,-7.6,91.2,111,-61,4,-59,"2,391",-63,-1.0,79,680,"7,707",659,"1,369",204,-1,122,"3,734",960,932,"2,100","1,680","3,938","7,970",17.8,10.1,31.3,12.6,3.0,10.2,Monroe County,IA
51482,-0.1,5.4,34.9,32.4,31.9,-1.6,93.1,"5,367",-25,-11,-183,"20,823",-172,-5.0,997,"16,570","118,016","3,775","21,121","3,515",163,"5,195","61,467","6,749","26,309","19,189","26,183","64,982","114,638",10.3,9.8,34.7,25.4,0.0,8.4,La Crosse County,WI
208943,0.8,7.7,35.0,28.3,28.0,1.6,117.4,"19,566",279,232,479,"51,471",247,-19.0,"2,765","50,757","294,218","18,362","52,023","10,888",-181,"19,965","131,173","29,474","72,058","55,135","60,058","142,061","297,488",16.0,8.8,29.2,27.6,0.0,9.4,Dutchess County,NY
141437,0.7,6.6,31.0,34.3,25.8,11.1,104.2,"1,822","1,093",56,948,"10,158",892,0.0,703,"9,974","86,085","4,853","13,502","2,639",145,"1,885","37,566","5,723","16,550","12,577","19,473","40,205","75,403",14.5,9.9,36.4,25.3,0.0,8.2,Polk County,OR
182906,1.7,3.5,19.0,28.2,40.2,-5.8,96.1,"1,123",-160,61,-214,"9,569",-275,0.0,400,"3,576","36,565","2,727","6,716",709,54,"1,003","19,391","3,926","4,656","8,641","8,541","20,100","36,691",16.5,12.4,34.8,15.0,0.0,10.9,Dodge County,NE
90663,0.1,5.4,20.7,18.2,37.1,21.0,108.3,163,445,1,400,"3,752",399,2.0,172,"1,890","19,276","1,582","1,846",497,43,154,"8,645","2,637","2,653","4,620","3,965","9,142","17,868",26.0,11.3,30.9,18.7,0.0,9.0,Morgan County,GA
238459,1.4,4.6,19.4,25.1,47.5,1.8,102.7,161,39,28,36,"6,338",8,-1.0,192,"1,520","20,434","1,000","3,345",489,4,178,"10,172","2,133","2,824","5,802","4,907","10,661","20,574",16.0,9.6,33.8,11.4,3.0,9.4,Kewaunee County,WI
90434,2.5,5.1,39.7,30.5,26.2,1.3,106.3,"12,463","4,936","1,396",719,"76,728",-677,-23.0,"3,996","89,712","571,327","34,494","89,426","15,294","4,240","12,188","284,846","37,210","144,986","78,011","107,622","300,140","517,110",12.7,14.5,29.5,30.6,0.0,7.0,Douglas County,NE
236151,-0.2,6.5,8.7,17.0,41.7,4.6,79.1,130,52,-2,55,"2,929",57,0.0,128,513,"11,923","1,646","1,190",334,-3,132,"4,798","2,388",705,"3,651","2,091","5,132","11,834",34.0,10.5,25.8,7.3,0.0,10.8,Heard County,GA
230191,0.7,7.4,19.3,26.3,43.8,-6.6,91.0,80,-83,9,-86,"4,110",-95,0.0,126,"1,318","13,031",872,"2,468",471,3,107,"5,865","1,488","1,841","3,858","2,979","6,336","13,587",15.9,9.9,31.2,14.0,0.0,9.6,Buffalo County,WI
36920,-0.2,9.1,33.1,27.5,25.0,-5.8,121.8,"6,818",-317,-81,"-3,107","61,331","-3,026",5.0,"3,464","68,050","532,403","53,281","67,417","23,911","2,785","6,787","237,738","48,688","114,683","78,727","99,382","261,649","515,269",19.8,11.7,28.7,27.7,0.0,6.5,Kane County,IL
41538,3.4,5.4,59.7,20.3,15.9,1.3,129.5,"10,828",496,499,194,"11,031",-305,-1.0,855,"35,799","148,476","6,544","14,085","4,172",303,"9,557","73,636","8,615","53,769","12,281","17,432","77,808","133,801",12.4,7.8,19.4,51.5,4.0,5.8,Orange County,NC
93203,-0.4,7.5,26.0,29.7,32.0,9.8,89.9,683,427,-23,607,"12,659",630,-1.0,766,"6,320","62,317","5,495","11,734","2,160",-179,813,"26,503","8,839","11,903","12,075","16,329","28,663","59,036",22.3,9.5,35.7,16.0,5.0,12.3,Haywood County,NC
286765,-0.3,8.1,11.2,24.5,38.6,5.5,66.6,127,142,-10,159,"5,799",169,0.0,315,"1,438","28,859","3,091","3,681",940,-17,128,"10,710","4,122","2,244","9,580","5,038","11,650","26,384",27.4,10.4,25.2,9.6,0.0,10.9,San Jacinto County,TX
238694,-0.1,9.2,44.9,28.8,23.2,-1.2,88.7,140,3,-1,-20,"2,485",-19,-2.0,146,"4,102","17,332",662,"3,080",877,25,143,"8,640","1,026","5,762","3,032","3,368","9,517","16,535",9.6,9.9,26.3,38.4,5.0,8.4,Dukes County,MA
279081,0.3,5.1,21.9,25.2,31.8,15.8,80.9,"1,137",804,14,753,"7,371",739,4.0,542,"4,140","47,995","4,227","5,838","1,143",47,"1,134","21,330","5,826","6,791","10,174","9,873","22,473","42,416",25.1,12.4,31.8,17.9,0.0,11.4,Bryan County,OK
46177,0.4,5.6,22.3,24.0,32.2,-3.5,79.7,"1,270",-75,6,-50,"2,871",-56,-1.0,146,"1,506","14,246","1,980","2,143",298,-24,"1,339","5,049","2,391","2,447","3,809","2,744","5,347","14,761",26.8,8.5,25.0,16.9,4.0,10.2,Jefferson County,FL
51943,1.5,6.3,47.3,31.5,21.3,14.6,97.7,"9,367","6,239",537,"5,175","33,279","4,638",22.0,"2,295","61,828","356,899","9,396","49,306","12,841","1,042","8,530","190,842","12,013","107,189","43,024","67,178","203,683","299,630",7.7,9.4,29.6,39.5,5.0,6.5,Larimer County,CO
103321,-0.1,4.8,29.2,27.5,32.2,14.9,123.3,"1,119",442,-2,438,"4,966",440,-1.0,236,"2,950","29,652","2,160","4,243",677,5,"2,395","13,299","3,252","6,228","6,390","6,526","13,976","28,046",21.1,8.2,30.6,19.1,4.0,8.0,Powhatan County,VA
138438,0.0,9.0,11.3,20.7,36.4,2.9,76.0,405,-8,-1,79,"7,361",80,-3.0,378,"1,982","27,316","3,662","4,193","1,077",-84,503,"10,931","6,686","2,216","7,804","5,847","12,008","28,961",33.1,10.8,29.9,9.8,3.0,13.8,Union County,SC
181080,0.2,6.2,15.9,26.7,32.7,8.8,76.0,742,577,9,437,"9,264",428,-1.0,537,"3,465","50,113","6,889","7,573","1,442",141,832,"21,803","8,022","5,086","9,285","10,706","23,245","47,735",28.3,13.6,33.5,12.2,0.0,10.8,Navarro County,TX
134789,1.1,7.5,19.5,30.4,30.4,32.2,100.1,"25,918","15,983",487,"14,667","36,255","14,180",78.0,"3,330","14,177","462,789","42,607","36,157","14,400","1,238","26,245","176,674","32,513","58,470","87,608","110,668","191,074","375,770",27.3,10.0,37.0,11.9,0.0,7.3,Pinal County,AZ
187065,3.2,13.5,21.8,29.4,33.9,14.1,88.3,"3,286","7,295","1,208","5,249","37,536","4,041",13.0,"2,465","17,416","375,751","30,805","32,560","25,155","2,033","3,262","160,638","23,095","50,606","72,560","78,185","185,793","268,685",20.9,12.1,33.7,15.7,5.0,6.6,Osceola County,FL
339235,0.8,8.1,19.3,26.3,31.3,-1.5,85.7,425,-102,30,-58,"8,110",-88,-2.0,459,"4,001","38,921","3,629","6,818","1,361",-42,425,"15,455","7,001","5,145","8,596","9,340","16,816","40,246",27.0,10.7,35.0,15.4,0.0,11.8,Rio Arriba County,NM
261573,0.0,4.9,21.7,25.7,33.5,-3.3,66.7,13,-3,0,-5,426,-5,3.0,11,231,"1,501",146,327,31,-1,13,604,288,237,389,318,635,"1,641",22.6,6.7,29.2,18.2,1.0,7.3,Throckmorton County,TX
259779,0.5,10.8,15.6,20.4,36.3,-9.6,63.2,"9,932","-1,108",74,"-1,435","35,189","-1,509",5.0,"1,435","11,385","149,527","21,262","19,812","7,129",322,"11,806","59,148","30,513","16,053","40,651","25,155","66,277","156,898",31.5,11.7,24.4,11.7,0.0,9.6,Cumberland County,NJ
303587,0.9,11.3,18.8,31.5,25.2,7.3,85.1,"15,758","9,657",687,"5,529","84,162","4,842",-9.0,"5,838","48,468","762,148","96,843","104,989","37,374","4,137","14,354","294,454","95,953","87,705","132,461","150,446","331,828","685,306",28.8,13.2,32.2,14.5,0.0,7.7,San Joaquin County,CA
141668,0.0,9.0,18.8,21.0,28.3,-9.4,62.7,998,-206,0,-133,"2,892",-133,-1.0,196,"1,571","14,066","1,889","2,142",438,-72,"1,241","4,408","3,608","1,806","3,127","2,791","4,846","15,987",35.3,8.8,29.0,15.4,0.0,13.8,Bamberg County,SC
163042,-0.1,7.9,10.2,21.2,33.1,-5.0,62.4,63,-132,-2,-67,"3,010",-65,2.0,204,708,"13,288","1,912","1,931",394,-67,63,"4,593","3,443",968,"4,024","2,619","4,987","14,100",37.9,10.3,27.5,7.8,0.0,15.3,Ripley County,MO
257819,0.2,6.1,20.6,28.0,39.5,1.8,84.7,658,94,11,80,"11,816",69,-2.0,470,"4,453","45,244","3,162","8,392","1,460",16,681,"22,413","5,281","6,644","11,654","10,801","23,873","45,870",17.6,10.8,33.5,14.9,3.0,10.4,Barron County,WI
130716,0.8,5.0,26.4,26.0,31.8,8.3,100.8,"2,317","1,423",140,"1,412","29,503","1,272",5.0,"1,824","18,536","170,872","14,200","24,178","3,788",6,"2,439","71,743","20,705","31,189","38,676","33,998","75,531","160,099",22.3,10.8,28.8,19.9,0.0,10.7,Aiken County,SC
101480,0.1,6.4,17.3,29.1,32.3,10.3,77.9,"1,254",634,9,845,"16,120",836,0.0,"1,105","6,021","82,737","9,441","14,501","2,377",-211,"1,242","34,746","13,244","9,926","19,697","18,177","37,123","78,532",26.5,10.8,31.8,12.1,0.0,13.4,Henderson County,TX
202246,0.0,4.4,19.3,27.2,38.5,-4.2,74.2,135,-29,0,-24,"1,740",-24,0.0,75,639,"5,639",322,"1,227",139,-5,135,"2,986",910,768,"1,529","1,370","3,125","5,896",20.2,12.4,34.3,14.1,1.0,13.3,Lincoln County,MN
293553,0.0,5.9,18.4,26.6,41.4,-2.0,94.6,588,-80,0,-54,"8,332",-54,1.0,291,"2,732","27,593","1,651","5,350",872,-27,560,"13,805","3,706","3,795","7,858","7,303","14,677","28,743",18.4,9.6,35.4,13.6,3.0,10.5,Lincoln County,WI
281389,7.9,10.6,42.3,18.4,26.8,-7.7,90.6,"9,528",460,"5,294","-5,164","109,542","-10,458",-24.0,"4,371","103,356","672,391","72,615","75,418","38,221","5,648","9,378","322,277","120,483","202,114","120,211","83,126","360,498","634,266",29.5,14.9,17.4,25.3,0.0,6.5,Hudson County,NJ
230657,1.6,10.3,19.5,27.8,39.4,-2.9,87.9,303,-88,42,-76,"6,754",-118,-1.0,267,"2,157","26,467","2,307","4,757","1,241",-11,303,"10,783","3,466","3,530","6,568","5,680","12,024","26,570",20.2,9.7,31.4,12.6,5.0,10.1,Oceana County,MI
37611,0.3,7.1,35.4,32.0,33.3,7.2,135.7,742,999,29,651,"13,434",622,-3.0,641,"10,606","90,687","2,276","12,923","3,516",351,850,"46,223","3,394","21,149","14,693","21,667","49,739","84,345",8.4,11.0,36.2,26.3,0.0,7.1,St. Croix County,WI
258051,1.8,6.8,29.8,28.8,31.9,24.2,108.4,"4,813","8,866",710,"9,664","61,485","8,954",54.0,"4,334","40,059","403,253","29,576","55,468","11,925",-852,"4,817","164,571","35,777","85,483","86,265","85,719","176,496","322,833",18.6,8.7,29.9,20.8,5.0,10.9,Manatee County,FL
134557,7.6,6.5,33.5,25.6,36.2,9.4,123.5,"1,148","1,057",629,780,"17,038",151,-4.0,734,"10,379","83,779","5,276","12,052","2,827",281,"1,147","40,975","7,640","18,737","17,270","14,703","43,802","76,794",16.2,12.2,26.3,22.0,3.0,8.8,Bartholomew County,IN
288741,2.6,7.2,19.3,28.1,27.3,19.0,45.0,0,75,10,73,685,63,-1.0,34,320,"3,887",532,703,132,3,0,"1,691",798,539,684,"1,038","1,823","3,524",31.8,9.6,37.2,12.8,1.0,8.8,Costilla County,CO
164426,0.0,9.1,13.3,30.4,39.9,-2.5,87.5,"3,039",-48,-2,-160,"15,801",-158,-3.0,613,"4,278","63,888","4,999","12,032","2,555",115,"3,163","25,578","7,449","5,882","17,843","15,390","28,133","63,342",18.8,11.4,34.9,10.8,0.0,9.6,Montcalm County,MI
131636,-0.3,7.5,23.8,35.2,33.5,23.1,93.3,348,"1,034",-13,"1,044","8,394","1,057",2.0,438,"4,227","45,739","2,955","8,813","1,592",-12,353,"19,527","3,609","7,687","9,615","12,004","21,119","40,877",14.4,9.4,37.2,16.9,5.0,9.7,Bonner County,ID
186604,0.9,7.3,23.4,28.9,35.7,31.2,92.5,"2,883","4,061",160,"5,834","40,343","5,674",21.0,"2,841","19,875","188,910","14,035","32,668","5,214","-1,794","3,014","65,968","20,185","35,031","51,644","48,724","71,182","159,978",17.9,5.6,32.6,17.6,5.0,15.2,Charlotte County,FL
41079,0.6,4.3,13.4,18.4,38.3,10.6,86.3,0,262,11,202,"3,603",191,-1.0,158,810,"19,234","3,125","1,733",419,61,0,"9,359","3,255","1,736","4,926","3,171","9,778","18,395",34.6,11.5,24.5,8.6,0.0,8.3,Banks County,GA
320111,0.9,7.4,34.0,26.4,27.0,5.4,92.4,"10,923","3,079",333,"2,067","55,000","1,734",-5.0,"3,339","58,524","382,295","27,106","53,809","13,700","1,017","9,851","170,449","36,748","85,565","64,685","74,308","184,149","350,670",18.0,11.4,29.5,28.7,0.0,8.8,Forsyth County,NC
50786,0.6,6.4,22.2,22.9,34.9,14.5,120.2,465,577,23,593,"6,634",570,5.0,435,"2,424","41,133","4,071","4,352","1,213",-21,421,"17,774","5,581","6,550","9,478","9,416","18,987","38,413",29.4,10.1,31.9,12.8,3.0,10.7,Fayette County,TN
287456,0.2,7.4,22.6,29.1,36.2,-3.9,86.1,"1,113",-282,21,-349,"22,316",-370,-1.0,873,"10,513","89,918","6,934","17,948","3,172",68,"1,390","39,749","10,954","14,467","21,531","20,982","42,921","93,772",17.7,10.4,32.8,17.0,3.0,9.7,Wayne County,NY
268975,1.4,10.7,18.9,32.2,31.5,24.9,64.2,264,397,32,555,"4,822",523,4.0,340,"2,325","22,471","1,978","4,921",914,-162,292,"7,610","3,230","3,188","5,037","6,647","8,524","20,920",21.1,8.0,39.4,15.2,5.0,15.3,Pacific County,WA
94591,4.3,6.5,48.2,23.6,19.2,8.0,114.2,"14,191","4,509","1,376","2,552","27,605","1,176",6.0,"2,235","57,728","321,488","24,947","33,964","11,118","1,951","12,508","159,304","24,507","103,332","37,969","48,045","170,422","267,587",17.0,13.1,22.4,40.1,3.0,7.0,Durham County,NC
305901,-0.1,6.7,15.7,22.1,32.1,3.6,81.0,938,96,-4,98,"5,690",102,-1.0,269,"1,778","27,173","3,892","3,906",755,-1,"1,093","10,573","6,339","2,971","6,556","5,549","11,328","27,798",35.8,9.9,29.3,10.0,3.0,9.9,Montgomery County,NC
238230,0.0,7.0,16.2,28.8,39.5,-3.7,101.4,63,-68,0,-36,"2,584",-36,-1.0,121,828,"9,703",702,"1,880",306,-31,63,"4,073","1,246","1,105","2,658","2,375","4,379","9,656",19.1,9.2,34.7,12.7,1.0,12.4,Linn County,KS
163272,-0.1,5.9,17.5,33.0,35.0,29.5,88.3,148,525,-1,527,"3,381",528,1.0,203,"1,099","18,112","1,458","3,190",498,-3,151,"7,924","1,993","2,092","4,420","3,992","8,422","16,719",20.6,11.2,33.4,11.4,0.0,11.4,Gem County,ID
92973,1.8,4.8,51.4,29.2,22.3,4.3,121.3,"13,097","4,747",962,"2,350","60,220","1,388",0.0,"3,375","109,723","546,695","14,817","78,878","15,279","2,397","12,775","304,154","21,177","181,123","62,744","94,026","319,433","488,073",7.8,10.6,26.7,40.6,4.0,6.2,Dane County,WI
51020,1.1,6.8,18.2,24.9,39.5,-0.8,83.1,"2,705",-162,70,-52,"18,692",-122,-1.0,866,"6,501","65,884","6,163","11,776","2,038",-109,"2,700","27,951","10,353","8,295","16,997","14,095","29,989","68,917",21.9,11.5,30.9,13.7,0.0,13.1,Wayne County,IN
293089,0.8,5.4,24.9,34.6,31.7,14.0,128.0,"1,250","3,344",170,"3,045","28,640","2,875",-7.0,"1,877","18,159","219,252","11,852","31,286","5,654",306,"1,251","100,004","12,297","36,062","44,850","51,802","105,658","190,865",13.6,10.0,35.8,20.1,0.0,8.6,Clay County,FL
186831,-0.4,5.8,13.5,20.9,39.7,-3.4,67.8,"1,891",-108,-11,-86,"6,203",-75,0.0,290,"1,690","25,398","3,003","3,274",519,-22,"1,897","8,434","4,474","2,470","7,089","5,780","8,953","26,008",28.6,10.5,31.5,10.8,0.0,11.4,Texas County,MO
51251,0.1,9.2,17.0,32.2,38.4,0.7,93.5,821,-11,8,51,"17,897",43,-4.0,734,"6,394","68,122","3,742","14,990","3,020",-58,821,"29,839","7,276","8,186","17,906","18,183","32,859","70,648",15.6,9.9,37.9,13.7,0.0,10.8,Shiawassee County,MI
37381,0.5,10.8,20.3,27.8,39.5,8.0,84.1,"1,364",103,12,196,"6,827",184,-1.0,308,"2,449","24,558","1,862","4,813","1,106",-92,"1,349","9,164","3,209","3,724","6,530","6,230","10,270","24,733",18.6,8.8,34.0,14.2,5.0,12.6,Manistee County,MI
103090,0.1,12.5,16.4,29.6,25.4,-0.2,66.2,"32,373","6,444",81,-210,"97,344",-291,-12.0,"6,478","51,869","900,202","139,316","113,473","48,062","6,666","36,757","335,707","120,981","88,094","149,493","160,896","383,769","839,631",31.5,14.7,29.9,13.5,0.0,7.2,Kern County,CA
205248,0.1,5.8,11.6,18.8,38.1,-2.5,72.7,92,-30,3,-55,"4,860",-58,1.0,285,"1,247","22,194","2,755","2,402",488,24,92,"7,904","4,255","1,665","6,666","3,231","8,392","22,683",33.3,13.9,22.6,9.8,3.0,12.8,Adair County,OK
131403,0.9,6.8,16.2,21.9,35.9,-5.7,72.6,"3,269",-267,41,-262,"10,384",-303,-3.0,522,"3,744","45,660","6,485","6,324","1,245",-2,"3,518","17,176","8,480","5,215","11,639","8,812","18,421","46,389",29.3,11.4,27.4,12.9,4.0,11.4,Gadsden County,FL
169409,0.3,9.1,24.6,36.4,31.8,0.4,88.9,"1,686",147,20,26,"9,990",6,-3.0,541,"6,362","58,708","2,977","11,431","2,393",124,"1,722","23,948","3,605","9,995","12,702","14,977","26,341","55,400",11.5,11.3,36.8,20.3,5.0,9.2,Kenai Peninsula Borough,AK
230424,-0.1,8.4,18.3,27.1,38.0,24.2,84.1,"2,251","1,975",-18,"3,601","35,203","3,619",14.0,"2,706","12,177","149,657","13,432","25,136","3,918","-1,640","2,251","42,582","20,078","21,141","42,963","37,992","46,500","141,236",21.7,7.2,32.9,13.2,0.0,18.2,Citrus County,FL
335650,0.9,9.5,11.5,18.3,38.3,3.5,76.6,123,26,7,28,"1,996",21,0.0,104,371,"8,076","1,401",954,284,-2,123,"2,705","1,888",638,"2,144","1,388","2,989","7,915",36.2,12.7,24.9,7.1,0.0,12.9,Perry County,TN
181310,0.0,9.4,36.1,29.2,33.4,-1.8,116.9,"1,664",-313,-5,-250,"31,740",-245,-4.0,"1,266","25,881","140,488","5,190","27,748","6,936",-59,"1,742","66,900","9,725","36,531","30,944","28,481","73,836","149,265",10.2,8.6,28.2,27.2,5.0,9.0,Sussex County,NJ
233154,1.2,7.5,27.3,18.0,38.8,-0.4,106.4,"12,690","1,755",647,-205,"117,501",-852,-12.0,"5,160","62,039","545,724","54,421","54,481","21,118","1,972","12,638","260,618","68,482","99,271","128,466","81,815","281,736","519,445",22.6,13.1,22.5,20.5,0.0,9.5,Lancaster County,PA
271584,0.6,6.0,40.7,31.2,22.9,38.3,165.1,725,"4,369",64,"3,935","6,207","3,871",6.0,639,"8,854","104,915","4,591","8,451","3,200",428,659,"50,009","3,601","25,668","11,825","21,001","53,209","78,337",13.3,10.4,33.3,32.7,0.0,6.2,Rockwall County,TX
141209,1.1,7.6,33.6,28.3,26.9,-2.4,92.2,"14,754",264,304,-690,"39,766",-994,-25.0,"2,570","36,984","289,430","19,626","41,820","10,713",979,"12,891","129,918","29,279","65,257","47,070","62,379","140,631","265,128",19.8,12.3,32.1,25.0,0.0,8.9,Chatham County,GA
262027,0.3,11.2,15.9,25.0,38.9,-9.3,107.5,471,-282,15,-398,"9,880",-413,3.0,421,"3,274","42,837","3,998","6,356","2,179",113,471,"17,294","5,867","4,566","11,146","9,008","19,473","45,924",23.1,12.4,31.4,12.9,3.0,9.8,St. John the Baptist Parish,LA
5805,3.8,7.9,42.8,33.1,20.5,2.1,106.8,"5,014","4,793","2,507","1,342","64,921","-1,165",-5.0,"4,149","117,232","656,590","32,339","104,833","28,825","3,456","5,025","337,943","29,574","187,205","91,255","127,088","366,768","572,003",9.3,11.6,29.0,37.0,0.0,6.3,Arapahoe County,CO
334065,2.1,8.7,13.1,23.1,36.5,30.2,78.7,"4,336","1,398",108,"1,531","10,389","1,423",13.0,641,"2,971","51,353","6,460","6,568","1,602",-146,"4,241","16,755","8,525","4,618","13,896","10,228","18,357","45,413",30.0,9.8,29.1,10.4,0.0,12.7,Polk County,TX
46637,-0.5,4.7,25.4,27.9,32.5,17.4,98.1,"1,118",811,-22,832,"7,607",854,1.0,490,"4,082","48,155","3,806","6,545","1,119",-22,"1,059","22,567","5,202","8,287","10,048","10,496","23,686","42,750",22.2,9.8,32.2,17.4,5.0,10.3,Burnet County,TX
184986,5.9,5.4,17.5,27.0,31.0,3.5,74.6,563,299,171,101,"5,164",-70,0.0,240,"2,243","29,068","3,879","4,494",871,198,564,"15,254","4,760","3,216","5,759","5,547","16,125","28,159",28.6,15.1,30.1,13.5,3.0,8.3,Morgan County,CO
36689,0.2,7.8,22.6,22.5,29.2,1.5,59.2,255,-51,2,18,"2,669",16,-1.0,188,"1,436","11,710","1,523","2,051",421,-68,326,"4,988","2,977","1,970","3,044","2,167","5,409","12,389",32.6,10.2,24.9,15.7,0.0,16.0,Northampton County,VA
268748,0.0,7.2,9.9,19.6,35.4,-8.3,71.8,"1,092",-203,-1,-207,"5,233",-206,1.0,271,"1,111","24,730","3,996","2,904",728,3,"1,091","9,415","5,548","1,714","6,474","5,145","10,143","25,195",37.5,11.0,29.7,7.5,0.0,10.9,Washington County,MO
90202,0.8,5.6,23.6,23.5,30.9,-0.3,88.3,"2,926",16,107,-35,"24,986",-142,-5.0,"1,558","15,115","138,293","14,047","19,051","3,744",56,"3,228","63,406","21,752","22,093","30,750","26,650","67,150","136,885",26.9,11.7,28.5,18.7,0.0,11.3,Florence County,SC
209407,0.0,4.3,24.8,30.3,34.7,1.2,87.1,257,28,0,23,"4,539",23,-3.0,196,"2,676","18,600",647,"3,959",442,8,257,"9,869","1,889","3,309","4,562","4,811","10,311","19,027",14.5,11.0,36.1,20.5,0.0,10.5,Houston County,MN
270534,-0.1,7.0,14.3,27.5,34.7,8.3,76.5,"7,012",478,-7,559,"12,911",566,0.0,774,"3,810","67,215","7,192","10,226","1,852",-81,"6,652","24,562","10,289","6,739","17,560","15,707","26,414","65,359",27.6,10.3,33.3,10.2,4.0,11.6,St. Francois County,MO
142362,2.0,9.3,30.9,35.6,22.9,4.2,89.4,"22,963","13,312","3,042","6,498","176,525","3,456",-10.0,"12,368","191,641","1,552,058","126,265","275,052","65,558","6,824","23,787","641,624","129,270","317,319","230,622","354,374","707,182","1,418,788",16.7,12.4,34.5,24.8,4.0,8.0,Sacramento County,CA
35897,0.2,7.7,12.8,19.1,41.3,-2.7,72.8,319,-102,3,-36,"4,196",-39,-1.0,207,"1,167","13,241","1,502","1,946",418,-65,319,"4,999","2,863","1,213","4,212","2,529","5,417","14,353",28.1,10.7,26.7,11.5,3.0,15.6,Bienville Parish,LA
335885,0.1,9.4,21.0,33.3,25.0,-0.3,83.8,"37,308","13,332",162,-752,"246,155",-914,-34.0,"15,223","156,581","2,180,085","270,241","326,943","91,295","14,118","40,059","874,911","253,594","283,484","355,250","441,645","966,206","2,035,210",25.8,13.5,32.7,15.9,0.0,7.0,San Bernardino County,CA
208023,0.8,5.5,18.4,23.3,43.7,8.6,74.0,236,39,14,145,"5,347",131,-1.0,226,"1,631","16,785","1,255","2,849",391,-105,220,"6,760","2,413","2,373","5,251","4,009","7,151","17,535",19.7,7.2,31.1,13.3,3.0,13.5,Piscataquis County,ME
89738,-0.2,11.5,16.7,16.8,39.5,-4.7,84.9,121,-55,-2,-48,"2,565",-46,-1.0,105,727,"10,132","1,665","1,087",494,-6,121,"3,805","2,110","1,236","2,854","1,658","4,299","11,203",32.5,9.7,22.4,11.2,0.0,10.3,St. Helena Parish,LA
